PolicyId,AgeConducteur,SexeConducteur,StatutMatrimonial,BonusMalus,FrequencePaiement,CodeProfession,AgeVehicule,ClasseVehicule,PuissanceVehicule,CarburantVehicule,UsageVehicule,Garage,Region,PrimeCommerciale
90161060.100a,30.0,M,null,64.0,Half-yearly,null,11.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,207.4
90182155.101a,28.0,F,null,100.0,Half-yearly,null,15.0,Cheapest,P7,Regular,Private+trip to office,Closed collective parking,Headquarters,285.5
90185190.100c,53.0,M,null,50.0,Annual,null,18.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Headquarters,201.0
90176446.100a,25.0,M,null,72.0,Annual,null,10.0,Medium high,P15,Diesel,Private+trip to office,Opened collective parking,Center,486.7
90120446.101a,34.0,F,Cohabiting,53.0,Half-yearly,Private employee,10.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,250.1
80200505.10a,36.0,F,Single,50.0,Half-yearly,Public employee,6.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Center,323.6
90162656.101b,48.0,M,null,67.0,Half-yearly,null,0.0,Medium low,P13,Diesel,Professional,Closed collective parking,Center,938.3
90154180.100a,37.0,F,null,50.0,Annual,null,6.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,295.4
90165712.100a,32.0,M,null,85.0,Annual,null,12.0,Cheaper,P10,Diesel,Private+trip to office,Street,South West,401.5
90173850.100a,41.0,F,null,50.0,Half-yearly,null,9.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,240.7
90161239.100a,39.0,F,null,69.0,Half-yearly,null,0.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,716.3
90180840.100a,53.0,M,null,50.0,Annual,null,8.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Headquarters,331.7
90194188.100a,56.0,M,null,50.0,Half-yearly,null,7.0,Cheap,P11,Diesel,Private+trip to office,Street,Headquarters,447.0
90129157.102a,32.0,M,Married,77.0,Half-yearly,Private employee,11.0,Cheaper,P10,Regular,Professional,Closed zbox,Paris area,398.7
90157773.101b,26.0,F,null,90.0,Half-yearly,null,2.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Paris area,701.1
90135090.101a,31.0,F,null,61.0,Annual,null,7.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,374.4
90152951.100b,68.0,F,null,90.0,Half-yearly,null,14.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,South West,390.8
90190426.100b,45.0,M,null,76.0,Half-yearly,null,5.0,Medium low,P15,Diesel,Private+trip to office,Closed zbox,Paris area,770.2
90146156.100a,47.0,M,null,50.0,Annual,null,9.0,Expensive,P13,Regular,Private+trip to office,Closed zbox,Headquarters,189.2
90132118.100c,36.0,M,null,51.0,Half-yearly,null,2.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Paris area,387.4
90167923.100a,34.0,M,null,90.0,Quarterly,null,6.0,Cheaper,P11,Diesel,Private+trip to office,Opened collective parking,South West,673.6
90146838.101b,31.0,M,null,51.0,Annual,null,10.0,Medium,P14,Regular,Private+trip to office,Closed collective parking,Center,350.5
90149571.100a,47.0,M,null,50.0,Half-yearly,null,9.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,372.0
90125583.100c,40.0,M,Cohabiting,68.0,Quarterly,Private employee,10.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Center,425.9
1003591.100a,27.0,F,Cohabiting,76.0,Half-yearly,Other,5.0,Cheapest,P9,Regular,Private+trip to office,Street,Headquarters,343.6
90145263.100d,46.0,M,null,50.0,Half-yearly,null,3.0,Cheapest,P10,Diesel,Private+trip to office,Street,South West,344.0
90124979.101a,28.0,F,Cohabiting,76.0,Half-yearly,Private employee,3.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Headquarters,568.1
90108582.101c,37.0,M,Married,59.0,Half-yearly,Private employee,7.0,Expensive,P16,Diesel,Private+trip to office,Opened collective parking,Center,1091.8
90110909.102c,47.0,M,Widowed,53.0,Half-yearly,Private employee,6.0,Medium,P15,Regular,Private+trip to office,Closed zbox,Center,570.9
80100139.100a,49.0,F,Cohabiting,100.0,Half-yearly,Private employee,6.0,Cheaper,P11,Regular,Private+trip to office,Opened collective parking,Center,1000.0
90159628.100b,39.0,F,null,50.0,Annual,null,4.0,Medium low,P13,Diesel,Private+trip to office,Street,Center,475.8
90103826.10c,37.0,M,Single,60.0,Half-yearly,Public employee,7.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Center,239.9
90132784.100a,43.0,M,null,51.0,Half-yearly,null,19.0,Medium low,P12,Diesel,Private+trip to office,Closed zbox,Center,189.8
90147919.100a,26.0,M,null,71.0,Quarterly,null,1.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Paris area,764.2
90127198.101a,31.0,M,Cohabiting,54.0,Annual,Public employee,16.0,Cheapest,P7,Regular,Private+trip to office,Closed collective parking,Center,112.1
90145370.100a,63.0,M,null,50.0,Half-yearly,null,6.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,South West,309.4
90120757.101b,28.0,M,Divorced,68.0,Half-yearly,Other,10.0,Cheaper,P12,Regular,Private+trip to office,Street,South West,462.7
90126559.100a,32.0,F,Cohabiting,50.0,Annual,Private employee,3.0,Cheapest,P10,Diesel,Private+trip to office,Opened collective parking,Paris area,221.8
90182935.100a,31.0,F,null,85.0,Annual,null,10.0,Cheaper,P12,Regular,Private+trip to office,Closed collective parking,Center,343.9
90127964.102c,31.0,F,Married,57.99999999999999,Monthly,Private employee,1.0,Cheapest,P10,Diesel,Professional run,Street,Center,391.4
90117560.100a,65.0,M,Single,50.0,Annual,Private employee,14.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,211.8
1011824.100a,32.0,M,Single,54.0,Half-yearly,Public employee,9.0,Cheaper,P10,Diesel,Professional,Closed zbox,Headquarters,214.0
90133279.100a,23.0,M,null,76.0,Half-yearly,null,6.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Center,651.2
90108012.100a,29.0,F,Married,64.0,Half-yearly,Private employee,8.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,360.7
90194633.100a,35.0,M,null,57.99999999999999,Half-yearly,null,8.0,Cheap,P12,Diesel,Private+trip to office,Opened collective parking,Paris area,463.3
90179986.100b,44.0,M,null,56.99999999999999,Half-yearly,null,7.0,Cheapest,P10,Diesel,Private+trip to office,Street,Center,355.3
90125292.100a,29.0,M,Cohabiting,75.0,Monthly,Private employee,6.0,Cheapest,P9,Regular,Private+trip to office,Street,Paris area,605.8
90183899.100a,49.0,M,null,50.0,Annual,null,11.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Headquarters,253.3
90148188.100b,63.0,M,null,50.0,Annual,null,3.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,279.1
90131457.100b,26.0,F,null,76.0,Annual,null,11.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Paris area,318.4
90141054.100a,32.0,F,null,54.0,Half-yearly,null,11.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Center,159.3
90173085.100a,58.0,M,null,59.0,Half-yearly,null,2.0,Cheapest,P9,Regular,Private+trip to office,Street,Headquarters,462.4
90113936.100a,39.0,M,Married,54.0,Half-yearly,Private employee,0.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Paris area,432.7
90156429.101a,35.0,M,null,76.0,Half-yearly,null,1.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,South West,477.3
90159932.100a,39.0,F,null,62.0,Quarterly,null,8.0,Cheaper,P12,Regular,Private+trip to office,Opened collective parking,Center,321.9
90149265.102b,47.0,F,null,50.0,Quarterly,null,8.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Center,215.1
90148018.100a,35.0,M,null,80.0,Half-yearly,null,12.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Headquarters,395.2
90103478.10b,39.0,F,Single,68.0,Annual,Other,9.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,200.9
90129369.101a,40.0,M,Married,54.0,Half-yearly,Private employee,4.0,Medium low,P13,Regular,Private+trip to office,Closed zbox,Center,447.5
90157613.100a,27.0,F,null,72.0,Half-yearly,null,10.0,Cheaper,P12,Regular,Private+trip to office,Opened collective parking,Headquarters,395.6
90154860.100b,39.0,M,null,80.0,Half-yearly,null,17.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Center,236.3
90182043.100c,39.0,M,null,76.0,Quarterly,null,1.0,Cheap,P9,Regular,Private+trip to office,Street,Paris area,813.5
90128592.101a,23.0,M,Cohabiting,85.0,Half-yearly,Private employee,8.0,Cheaper,P11,Diesel,Private+trip to office,Opened collective parking,Center,415.2
30200190.10a,70.0,M,Married,77.0,Half-yearly,Private employee,10.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Paris area,430.7
90106862.102a,39.0,M,Married,51.0,Half-yearly,Private employee,1.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,490.0
90168750.100a,43.0,M,null,50.0,Half-yearly,null,6.0,Medium high,P15,Regular,Private+trip to office,Closed zbox,Headquarters,595.8
90185908.100b,25.0,F,null,72.0,Quarterly,null,6.0,Cheapest,P10,Diesel,Private+trip to office,Street,Paris area,768.8
90190009.100c,24.0,M,null,90.0,Half-yearly,null,5.0,Cheaper,P11,Regular,Private+trip to office,Street,Headquarters,1335.9
90151289.100c,36.0,F,null,59.0,Annual,null,13.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,200.7
90105840.10b,57.0,M,Cohabiting,81.0,Half-yearly,Private employee,6.0,Cheaper,P12,Regular,Professional run,Closed zbox,Center,1155.5
80100290.10a,45.0,F,Widowed,50.0,Half-yearly,Retiree,0.0,Medium,P13,Regular,Private+trip to office,Closed zbox,Center,691.5
80100007.10a,34.0,F,Cohabiting,90.0,Half-yearly,Private employee,4.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,501.7
90154185.101a,36.0,F,null,50.0,Half-yearly,null,12.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,243.5
90131040.101c,48.0,M,Widowed,60.0,Quarterly,Private employee,14.0,Medium low,P11,Diesel,Private+trip to office,Closed collective parking,Headquarters,227.9
90157081.100a,50.0,F,null,50.0,Half-yearly,null,10.0,Cheapest,P5,Regular,Private+trip to office,Closed zbox,South West,145.4
90176156.100a,35.0,F,null,100.0,Half-yearly,null,7.0,Cheaper,P12,Regular,Private+trip to office,Opened collective parking,Center,837.2
90150366.100b,48.0,M,null,53.0,Half-yearly,null,6.0,Cheaper,P11,Diesel,Private+trip to office,Street,Center,395.8
90181976.100c,37.0,M,null,76.0,Half-yearly,null,16.0,Cheap,P10,Diesel,Private+trip to office,Closed collective parking,Headquarters,321.0
90155433.101b,34.0,M,null,54.0,Annual,null,10.0,Cheaper,P10,Regular,Private+trip to office,Street,South West,175.1
90146177.101a,32.0,M,null,85.0,Annual,null,10.0,Cheaper,P12,Regular,Private+trip to office,Closed collective parking,Center,313.7
20100488.10a,56.0,F,Cohabiting,50.0,Quarterly,Other,12.0,Medium,P15,Regular,Private+trip to office,Closed collective parking,Paris area,489.8
90104066.101a,24.0,M,Single,80.0,Half-yearly,Public employee,8.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Center,481.2
90116051.101a,33.0,M,Cohabiting,90.0,Annual,Public employee,9.0,Cheapest,P5,Regular,Private+trip to office,Opened collective parking,Headquarters,224.2
90154348.101a,27.0,F,null,80.0,Half-yearly,null,8.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Center,342.1
90127964.102a,30.0,F,Married,63.0,Half-yearly,Private employee,6.0,Cheapest,P8,Regular,Professional run,Street,Center,285.7
90175965.101b,45.0,M,null,50.0,Annual,null,7.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,212.9
90120959.100c,31.0,F,Cohabiting,56.99999999999999,Monthly,Retiree,10.0,Cheaper,P9,Regular,Private+trip to office,Opened collective parking,Center,220.0
90107148.100c,32.0,M,Married,60.0,Annual,Retailer,5.0,Medium low,P13,Diesel,Private+trip to office,Opened collective parking,Center,535.4
90134886.100a,63.0,F,null,68.0,Half-yearly,null,8.0,Cheapest,P8,Regular,Private+trip to office,Street,Paris area,271.9
90146233.100c,44.0,F,null,50.0,Half-yearly,null,2.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,373.2
90133146.100a,26.0,F,null,76.0,Annual,null,4.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Paris area,451.3
90164459.100b,39.0,M,null,50.0,Annual,null,10.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,225.4
80100218.102a,40.0,M,Widowed,50.0,Half-yearly,Public employee,12.0,Cheaper,P12,Regular,Private+trip to office,Street,Center,200.4
90106179.101a,54.0,F,Married,55.00000000000001,Half-yearly,Private employee,1.0,Cheapest,P9,Regular,Private+trip to office,Street,Headquarters,385.8
90161215.101a,59.0,F,null,72.0,Half-yearly,null,9.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Headquarters,343.7
90149589.100a,35.0,F,null,80.0,Quarterly,null,7.0,Cheapest,P9,Regular,Private+trip to office,Street,Center,463.3
90179182.100c,54.0,F,null,50.0,Annual,null,0.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,Center,291.1
160.101a,70.0,F,Married,56.99999999999999,Annual,Private employee,4.0,Medium low,P13,Regular,Private+trip to office,Closed collective parking,Headquarters,554.5
90133859.100a,25.0,M,null,76.0,Half-yearly,null,13.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Center,267.4
90192004.100a,53.0,F,null,50.0,Annual,null,13.0,Cheaper,P11,Regular,Private+trip to office,Opened collective parking,Headquarters,249.1
90147955.100a,37.0,F,null,50.0,Annual,null,1.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,Headquarters,307.1
90155225.100a,25.0,F,null,90.0,Annual,null,10.0,Cheapest,P8,Regular,Private+trip to office,Street,Center,331.1
90178019.100a,62.0,M,null,50.0,Annual,null,3.0,Cheaper,P12,Diesel,Private+trip to office,Closed zbox,South West,427.0
70206525.10a,26.0,F,Cohabiting,64.0,Half-yearly,Private employee,6.0,Cheapest,P10,Diesel,Private+trip to office,Street,Center,335.8
90162691.100b,36.0,M,null,50.0,Half-yearly,null,7.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,401.6
90161184.100a,30.0,M,null,64.0,Quarterly,null,1.0,Cheaper,P12,Diesel,Private+trip to office,Closed zbox,Center,406.2
90155205.101a,61.0,M,null,50.0,Annual,null,8.0,Cheaper,P10,Regular,Private+trip to office,Street,Center,133.3
90120253.100a,40.0,M,Cohabiting,50.0,Quarterly,Retiree,6.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Headquarters,407.4
90154848.100b,27.0,M,null,60.0,Quarterly,null,5.0,Cheaper,P12,Diesel,Private+trip to office,Closed zbox,Center,349.2
90152321.100a,38.0,M,null,52.0,Half-yearly,null,11.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Headquarters,407.0
90151855.100b,41.0,M,null,54.0,Half-yearly,null,2.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,South West,610.1
90156463.100a,31.0,M,null,68.0,Half-yearly,null,5.0,Cheaper,P12,Diesel,Private+trip to office,Street,South West,396.6
90145061.101b,30.0,M,null,56.99999999999999,Annual,null,11.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,203.7
60200420.101c,38.0,M,Cohabiting,55.00000000000001,Annual,Craftsman,7.0,Cheapest,P11,Regular,Private+trip to office,Closed zbox,Center,240.7
90148880.100c,42.0,M,null,50.0,Annual,null,9.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,South West,219.4
90133889.100a,22.0,M,null,118.0,Half-yearly,null,12.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Center,437.2
90114374.101a,28.0,F,Cohabiting,72.0,Quarterly,Private employee,7.0,Cheaper,P11,Regular,Private+trip to office,Street,Center,337.5
90172638.100c,28.0,M,null,85.0,Half-yearly,null,0.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,South West,1001.3
60200030.10b,38.0,M,Cohabiting,54.0,Half-yearly,Private employee,8.0,Cheapest,P8,Regular,Private+trip to office,Street,Center,364.4
90179035.100b,32.0,M,null,80.0,Quarterly,null,5.0,Cheaper,P12,Regular,Private+trip to office,Closed collective parking,Center,532.1
90108747.10c,46.0,M,Cohabiting,55.00000000000001,Half-yearly,Private employee,6.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,318.5
90194534.100a,27.0,F,null,76.0,Annual,null,2.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Paris area,493.9
90132630.100a,50.0,M,null,50.0,Annual,null,2.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,394.5
90146683.100b,35.0,F,null,55.00000000000001,Half-yearly,null,10.0,Cheaper,P10,Regular,Private+trip to office,Closed zbox,Center,220.7
90134542.102a,45.0,M,null,50.0,Annual,null,4.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,Paris area,216.4
90104152.10a,33.0,M,Cohabiting,50.0,Half-yearly,Private employee,8.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Center,257.0
90169992.100a,46.0,M,null,50.0,Quarterly,null,7.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Center,357.6
90176210.100b,33.0,M,null,64.0,Half-yearly,null,9.0,Cheaper,P13,Regular,Private+trip to office,Opened collective parking,Center,293.4
90146767.100a,34.0,M,null,57.99999999999999,Half-yearly,null,8.0,Cheaper,P12,Regular,Professional,Street,Center,464.7
70203125.102b,30.0,M,Married,95.0,Half-yearly,Public employee,3.0,Cheaper,P10,Diesel,Private+trip to office,Closed collective parking,Paris area,698.4
90166199.101a,37.0,F,null,50.0,Annual,null,14.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,South West,172.6
90188058.100a,42.0,F,null,50.0,Quarterly,null,6.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,South West,298.5
90109182.101a,32.0,M,Cohabiting,56.99999999999999,Annual,Retiree,7.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,447.2
90105237.101a,32.0,M,Cohabiting,85.0,Half-yearly,Private employee,4.0,Cheapest,P10,Regular,Private+trip to office,Closed collective parking,Paris area,740.5
90110441.101a,30.0,F,Cohabiting,100.0,Half-yearly,Public employee,8.0,Cheapest,P10,Diesel,Private+trip to office,Street,Center,448.6
90179681.100b,29.0,M,null,85.0,Annual,null,5.0,Cheaper,P10,Diesel,Private+trip to office,Closed collective parking,Center,672.1
90153838.100a,34.0,M,null,63.0,Annual,null,7.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,312.0
1010973.100a,44.0,M,Married,50.0,Half-yearly,Other,11.0,Cheaper,P10,Regular,Professional,Closed collective parking,Headquarters,247.4
90148991.100a,43.0,M,null,50.0,Half-yearly,null,8.0,Medium high,P14,Diesel,Private+trip to office,Opened collective parking,Paris area,635.4
90128392.101a,29.0,M,Single,64.0,Half-yearly,Private employee,10.0,Medium,P15,Regular,Private+trip to office,Closed zbox,Center,356.3
90132871.100a,37.0,F,null,50.0,Half-yearly,null,6.0,Medium low,P12,Diesel,Private+trip to office,Closed zbox,Center,373.4
90148387.100b,45.0,F,null,55.00000000000001,Half-yearly,null,10.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,264.6
90126061.101a,58.0,F,Married,50.0,Annual,Public employee,5.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,245.6
90153110.100b,59.0,F,null,50.0,Annual,null,9.0,Cheaper,P9,Regular,Private+trip to office,Closed zbox,South West,333.0
90114347.101a,43.0,M,Widowed,64.0,Quarterly,Private employee,1.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,518.8
90185755.100b,35.0,F,null,90.0,Half-yearly,null,10.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Paris area,379.3
90191808.100a,65.0,M,null,50.0,Half-yearly,null,11.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Paris area,150.8
90152419.103a,44.0,F,null,50.0,Half-yearly,null,9.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,194.9
90166535.100a,55.0,M,null,50.0,Half-yearly,null,3.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Headquarters,522.1
866.10b,39.0,F,Cohabiting,60.0,Annual,Public employee,4.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,285.9
90132118.100a,36.0,M,null,51.0,Half-yearly,null,2.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Paris area,354.3
90168122.100a,39.0,F,null,56.99999999999999,Half-yearly,null,9.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,South West,269.6
50200041.103b,57.0,M,Cohabiting,50.0,Half-yearly,Private employee,17.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Center,148.6
90172287.100c,48.0,M,null,50.0,Annual,null,8.0,Most expensive,P17,Regular,Private+trip to office,Opened collective parking,South West,397.0
90173986.100c,26.0,M,null,90.0,Quarterly,null,4.0,Cheapest,P10,Diesel,Private+trip to office,Opened collective parking,Center,435.0
90135110.100a,27.0,M,null,90.0,Half-yearly,null,16.0,Cheapest,P10,Regular,Private+trip to office,Closed collective parking,Center,310.6
90175889.102a,32.0,M,null,76.0,Annual,null,2.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Center,399.3
90159563.100b,32.0,F,null,54.0,Annual,null,0.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Center,464.5
90134701.100a,53.0,F,null,50.0,Half-yearly,null,16.0,Cheaper,P11,Regular,Private+trip to office,Opened collective parking,Center,216.6
90179768.100a,46.0,F,null,57.99999999999999,Annual,null,13.0,Cheaper,P9,Regular,Private+trip to office,Street,Center,407.3
90164876.100a,48.0,M,null,50.0,Annual,null,9.0,Cheap,P12,Diesel,Private+trip to office,Opened collective parking,Center,310.8
1011141.100c,60.0,M,Cohabiting,50.0,Half-yearly,Private employee,5.0,Cheapest,P8,Regular,Private+trip to office,Street,Headquarters,342.4
90131491.103a,34.0,M,null,68.0,Annual,null,2.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Paris area,494.3
90155644.100a,35.0,M,null,50.0,Annual,null,10.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,South West,207.2
90191322.100a,28.0,M,null,64.0,Annual,null,16.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,174.6
90163187.100a,43.0,F,null,60.0,Quarterly,null,16.0,Cheapest,P7,Regular,Private+trip to office,Closed zbox,South West,191.5
90105363.101a,34.0,F,Cohabiting,56.99999999999999,Annual,Private employee,9.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,258.5
1011530.100a,33.0,M,Married,80.0,Half-yearly,Private employee,9.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Headquarters,216.8
90131040.101b,48.0,M,Widowed,56.99999999999999,Quarterly,Private employee,15.0,Medium low,P11,Diesel,Private+trip to office,Closed collective parking,Headquarters,203.4
90133859.100b,25.0,M,null,76.0,Half-yearly,null,8.0,Cheaper,P12,Regular,Private+trip to office,Opened collective parking,Center,370.2
90187907.101b,30.0,M,null,80.0,Half-yearly,null,9.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,South West,393.0
90157499.100b,28.0,M,null,60.0,Half-yearly,null,11.0,Cheapest,P5,Regular,Private+trip to office,Street,Center,128.6
50200080.101a,34.0,F,Married,56.99999999999999,Half-yearly,Private employee,1.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Center,467.0
80200136.10b,56.0,M,Cohabiting,57.99999999999999,Half-yearly,Private employee,11.0,Cheapest,P11,Diesel,Private+trip to office,Opened collective parking,Center,275.3
90155830.100b,38.0,M,null,51.0,Annual,null,7.0,Cheaper,P12,Regular,Private+trip to office,Opened collective parking,South West,515.1
90104546.102b,53.0,M,Cohabiting,57.99999999999999,Annual,Craftsman,17.0,Cheaper,P9,Regular,Private+trip to office,Opened collective parking,Center,160.3
90149798.100a,48.0,F,null,64.0,Half-yearly,null,2.0,Cheapest,P9,Regular,Private+trip to office,Street,South West,406.2
90112584.102a,53.0,M,Cohabiting,90.0,Quarterly,Private employee,16.0,Cheapest,P5,Regular,Private+trip to office,Opened collective parking,Center,171.1
90134465.101a,66.0,F,null,68.0,Annual,null,18.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Paris area,242.6
90130983.100a,47.0,M,Cohabiting,50.0,Annual,Private employee,4.0,Medium low,P14,Diesel,Private+trip to office,Street,Headquarters,477.0
90120157.101b,41.0,F,Cohabiting,50.0,Monthly,Retiree,4.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,454.9
90151312.102a,26.0,M,null,68.0,Half-yearly,null,7.0,Cheapest,P10,Diesel,Private+trip to office,Closed collective parking,Center,251.1
90153451.101a,50.0,M,null,50.0,Half-yearly,null,4.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,376.7
90184926.100a,30.0,F,null,72.0,Quarterly,null,8.0,Cheaper,P13,Regular,Private+trip to office,Closed zbox,Center,573.7
90148206.100c,35.0,M,null,50.0,Annual,null,9.0,Cheapest,P10,Diesel,Professional,Opened collective parking,Center,315.2
90166908.100a,50.0,F,null,50.0,Annual,null,6.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,422.3
90108285.100a,30.0,M,Cohabiting,72.0,Half-yearly,Retiree,17.0,Cheap,P12,Diesel,Private+trip to office,Street,Center,344.4
90131640.100a,40.0,F,null,64.0,Annual,null,7.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,South West,351.3
90149388.103a,27.0,M,null,90.0,Half-yearly,null,10.0,Cheaper,P12,Regular,Private+trip to office,Opened collective parking,Center,313.6
90127301.101c,46.0,M,Cohabiting,50.0,Half-yearly,Public employee,8.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,453.9
90126784.101a,30.0,F,Cohabiting,76.0,Half-yearly,Craftsman,7.0,Cheaper,P12,Regular,Private+trip to office,Street,Center,526.1
90162989.100a,33.0,M,null,76.0,Half-yearly,null,10.0,Cheaper,P12,Regular,Private+trip to office,Street,Center,331.7
90108005.101c,28.0,M,Cohabiting,80.0,Half-yearly,Retiree,7.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,535.3
90169790.100a,45.0,M,null,50.0,Half-yearly,null,8.0,Cheapest,P11,Regular,Private+trip to office,Closed zbox,Center,268.8
90106378.101a,27.0,M,Cohabiting,80.0,Half-yearly,Public employee,8.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Paris area,474.8
90187287.100b,30.0,M,null,90.0,Half-yearly,null,4.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Center,370.2
90100955.10a,27.0,M,Married,112.0,Half-yearly,Private employee,8.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,492.2
90105218.101a,34.0,M,Cohabiting,50.0,Annual,Private employee,7.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Paris area,330.8
90157151.100c,63.0,M,null,50.0,Half-yearly,null,2.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,South West,546.8
1001343.100a,70.0,F,Married,50.0,Annual,Private employee,11.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Headquarters,238.6
1002442.100a,44.0,F,Cohabiting,80.0,Half-yearly,Private employee,2.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Headquarters,951.2
