PolicyId,AgeConducteur,SexeConducteur,StatutMatrimonial,BonusMalus,FrequencePaiement,CodeProfession,AgeVehicule,ClasseVehicule,PuissanceVehicule,CarburantVehicule,UsageVehicule,Garage,Region,PrimeCommerciale
90104129.103b,33.0,M,Married,59.0,Annual,Private employee,10.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,518.7019591610073
90180788.100a,23.0,F,null,59.0,Monthly,null,18.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Headquarters,314.4686882028864
90139452.100a,28.0,M,null,55.0,Half-yearly,null,10.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,492.5476847795572
1002064.100a,26.0,M,Cohabiting,73.0,Half-yearly,Public employee,19.0,Cheaper,P9,Regular,Private+trip to office,Closed zbox,Headquarters,208.93084867763696
90138513.100a,27.0,M,null,77.0,Monthly,null,14.0,Cheaper,P12,Diesel,Private+trip to office,Closed collective parking,Paris area,729.1352812699425
90103979.101a,26.0,M,Cohabiting,117.0,Monthly,Public employee,11.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Center,888.2423703670934
90119054.101a,22.0,M,Cohabiting,92.0,Annual,Private employee,29.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Headquarters,652.8958962399586
90139335.100a,18.0,F,null,121.0,Half-yearly,null,50.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,574.1719619162059
90153298.102b,54.0,M,null,132.0,Half-yearly,null,21.0,Cheapest,P9,Diesel,Private+trip to office,Closed collective parking,Center,336.58560315946886
90140643.100b,22.0,M,null,69.0,Half-yearly,null,10.0,Cheaper,P12,Diesel,Private+trip to office,Opened collective parking,Center,781.6808300334783
90108003.101a,28.0,F,Cohabiting,73.0,Annual,Public employee,15.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,378.5056549891481
90116980.101a,39.0,F,Cohabiting,161.0,Half-yearly,Public employee,10.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,651.4576638676339
90105799.101b,37.0,F,Single,73.0,Annual,Other,8.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Paris area,505.4765042730632
90165714.100a,48.0,F,null,135.0,Half-yearly,null,15.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Headquarters,440.91505219045473
90134263.100a,26.0,M,null,65.0,Annual,null,10.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Paris area,624.2098441391754
90133374.100a,34.0,M,null,59.0,Monthly,null,10.0,Affordable cars,P15,Regular,Private+trip to office,Closed zbox,Center,416.27998183646935
90155238.100b,41.0,M,null,119.0,Annual,null,18.0,Affordable cars,P13,Diesel,Private+trip to office,Street,Center,201.4382112473112
90102133.102b,18.0,M,Cohabiting,111.0,Monthly,Public employee,38.0,Cheap,P12,Regular,Private+trip to office,Closed collective parking,Center,758.8872547071572
90132150.100c,35.0,M,null,55.0,Monthly,null,14.0,Affordable cars,P15,Diesel,Private+trip to office,Closed zbox,Paris area,417.898595144781
90170010.100a,18.0,M,null,103.0,Monthly,null,42.0,Cheapest,P10,Regular,Private+trip to office,Street,Center,576.2238631169189
90145891.101c,38.0,F,null,145.0,Half-yearly,null,19.0,Cheapest,P10,Regular,Private+trip to office,Closed collective parking,South West,466.50274019219967
90160861.100a,21.0,F,null,93.0,Half-yearly,null,36.0,Cheapest,P10,Diesel,Private+trip to office,Opened collective parking,South West,679.982354441439
50200596.101d,43.0,M,Married,179.0,Half-yearly,Public employee,17.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,411.6869236327217
90135409.100b,35.0,M,null,65.0,Half-yearly,null,12.0,Cheaper,P12,Regular,Private+trip to office,Opened collective parking,Center,631.5619855054387
90169915.100b,36.0,F,null,61.99999999999999,Half-yearly,null,14.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,340.90851042004124
50100261.101a,26.0,M,Cohabiting,56.0,Half-yearly,Private employee,9.0,Affordable cars,P14,Diesel,Private+trip to office,Closed zbox,Center,411.1463155938941
90151345.100b,24.0,F,null,77.0,Half-yearly,null,31.0,Affordable cars,P13,Diesel,Private+trip to office,Closed zbox,Center,961.1208685093532
90158364.100b,47.0,F,null,129.0,Annual,null,12.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Paris area,695.5679024043582
90145082.100b,22.0,F,null,67.0,Annual,null,11.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Center,539.0965565353979
20100173.101a,24.0,M,Cohabiting,55.0,Half-yearly,Retiree,15.0,Affordable cars,P13,Regular,Private+trip to office,Opened collective parking,Paris area,300.7158433435576
90166054.100b,38.0,M,null,117.0,Half-yearly,null,13.0,Cheaper,P12,Diesel,Private+trip to office,Closed zbox,Headquarters,561.4030751127118
90106538.101a,26.0,M,Cohabiting,55.0,Monthly,Private employee,5.0,Cheaper,P10,Regular,Private+trip to office,Opened collective parking,Headquarters,514.3187027848134
90138184.101a,20.0,M,null,91.0,Half-yearly,null,47.0,Cheap,P13,Diesel,Private+trip to office,Closed collective parking,Headquarters,475.7202475248327
90145446.100a,30.0,F,null,55.0,Half-yearly,null,11.0,Cheapest,P11,Regular,Private+trip to office,Opened collective parking,Headquarters,416.949722057482
90125965.102a,19.0,F,Cohabiting,82.0,Annual,Retiree,40.0,Cheapest,P5,Regular,Professional,Street,Center,217.89522683829887
90159678.100b,29.0,F,null,95.0,Half-yearly,null,7.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,937.899628772918
90128995.102a,31.0,M,Cohabiting,57.0,Half-yearly,Private employee,7.0,Affordable cars,P14,Diesel,Private+trip to office,Closed zbox,Center,421.8678153293537
90159551.101a,49.0,M,null,117.0,Annual,null,16.0,Cheap,P13,Diesel,Private+trip to office,Closed collective parking,Headquarters,545.7701490712251
90134738.102a,18.0,M,null,112.0,Annual,null,38.0,Cheaper,P9,Regular,Private+trip to office,Street,Center,647.4350146313702
90155649.101b,41.0,M,null,130.0,Annual,null,6.0,Cheap,P11,Diesel,Professional,Opened collective parking,Headquarters,670.8815410234969
90181754.100b,27.0,M,null,81.0,Annual,null,14.0,Affordable cars,P13,Regular,Private+trip to office,Street,Paris area,429.3012402779169
90113778.101a,18.0,M,Married,119.0,Half-yearly,Private employee,44.0,Cheapest,P5,Regular,Private+trip to office,Street,Center,347.7565011592929
90185980.100a,48.0,M,null,139.0,Half-yearly,null,11.0,Cheap,P12,Diesel,Private+trip to office,Street,Paris area,886.258572617886
90135338.102a,21.0,F,null,91.0,Annual,null,31.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Headquarters,523.476906021031
90137651.100a,32.0,F,null,70.0,Half-yearly,null,12.0,Cheapest,P11,Regular,Private+trip to office,Street,Headquarters,580.2709884343008
90175967.101a,18.0,M,null,94.0,Half-yearly,null,26.0,Cheap,P13,Diesel,Private+trip to office,Opened collective parking,Center,766.0081549300015
90146974.100a,21.0,M,null,55.0,Half-yearly,null,9.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,518.0242022885725
90108446.100a,23.0,M,Cohabiting,55.0,Half-yearly,Private employee,6.0,Cheaper,P9,Regular,Private+trip to office,Street,Center,473.0673151457146
90170526.100b,45.0,F,null,119.0,Annual,null,7.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,394.5831357209083
90168336.100b,28.0,F,null,65.0,Annual,null,10.0,Affordable cars,P14,Regular,Private+trip to office,Opened collective parking,South West,829.138163408827
90180783.100a,26.0,M,null,56.0,Half-yearly,null,13.0,Cheaper,P12,Diesel,Private+trip to office,Opened collective parking,Headquarters,349.4492197767415
90111832.100a,24.0,M,Married,77.0,Half-yearly,Private employee,18.0,Cheap,P10,Regular,Private+trip to office,Street,Paris area,452.2901841436431
90133380.104b,32.0,M,null,55.0,Half-yearly,null,11.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,313.6680116824903
90159541.101b,39.0,M,null,120.0,Annual,null,8.0,Cheap,P11,Diesel,Private+trip to office,Street,Center,600.9789810533946
90156667.100c,25.0,M,null,55.0,Monthly,null,9.0,Cheaper,P10,Regular,Private+trip to office,Closed collective parking,Center,585.2725520198599
90125952.101b,37.0,M,Cohabiting,129.0,Annual,Retiree,8.0,Affordable cars,P15,Diesel,Private+trip to office,Closed zbox,Center,753.2249004405749
90156291.101a,27.0,M,null,55.0,Annual,null,11.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,479.57237830392944
90194768.100e,18.0,M,null,110.0,Half-yearly,null,42.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,South West,997.139504154178
90153071.101b,24.0,F,null,55.0,Half-yearly,null,16.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,South West,200.8445335777133
90148418.101b,54.0,M,null,131.0,Annual,null,23.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,333.79091618272054
90188848.100a,68.0,M,null,133.0,Annual,null,29.0,Cheapest,P9,Regular,Private+trip to office,Street,Center,494.1023657068571
90188862.100a,55.0,M,null,123.0,Annual,null,14.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,752.3272543817568
90153144.100a,35.0,F,null,55.0,Annual,null,9.0,Cheapest,P10,Diesel,Private+trip to office,Opened collective parking,Headquarters,587.3528229903525
90148474.100a,39.0,M,null,65.0,Half-yearly,null,16.0,Affordable cars,P14,Regular,Private+trip to office,Street,Paris area,338.5659717481629
90105371.100a,18.0,M,Cohabiting,109.0,Half-yearly,Private employee,41.0,Cheapest,P9,Regular,Private+trip to office,Street,Center,494.2243407420642
90160037.100b,31.0,M,null,61.99999999999999,Monthly,null,9.0,Affordable cars,P14,Diesel,Private+trip to office,Closed zbox,Paris area,701.579039644324
90141453.100a,44.0,F,null,119.0,Annual,null,11.0,Affordable cars,P14,Diesel,Private+trip to office,Closed zbox,Center,593.2700827318049
90105871.10c,26.0,F,Married,58.0,Half-yearly,Private employee,7.0,Affordable cars,P14,Diesel,Private+trip to office,Closed zbox,Center,664.2831203434531
90108730.10c,25.0,M,Married,65.0,Half-yearly,Private employee,17.0,Affordable cars,P14,Diesel,Private+trip to office,Opened collective parking,Center,675.3291659407153
90134911.101a,21.0,F,null,102.0,Half-yearly,null,45.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Paris area,386.5200665076754
90156899.100a,59.0,F,null,112.0,Half-yearly,null,14.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,351.28615163666643
90125981.101a,25.0,M,Married,59.0,Half-yearly,Private employee,15.0,Affordable cars,P13,Regular,Private+trip to office,Closed zbox,Center,472.3313566984385
90168823.100a,18.0,M,null,107.0,Monthly,null,29.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Paris area,680.2942995052218
90189069.100b,19.0,F,null,109.0,Monthly,null,32.0,Cheapest,P9,Regular,Private+trip to office,Street,Center,514.9942785050001
70203526.10a,23.0,M,Cohabiting,69.0,Half-yearly,Public employee,18.0,Affordable cars,P14,Regular,Private+trip to office,Opened collective parking,Center,294.2376504683753
90156047.100b,27.0,F,null,90.0,Monthly,null,19.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,South West,392.8657952839297
90132340.102b,45.0,M,null,112.0,Half-yearly,null,11.0,Affordable cars,P12,Regular,Private+trip to office,Closed collective parking,Paris area,472.3963361484501
90148903.100a,56.0,M,null,108.0,Annual,null,23.0,Affordable cars,P15,Diesel,Private+trip to office,Closed zbox,South West,543.0236582289763
90156092.100a,63.0,M,null,126.0,Annual,null,27.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,607.5552333139377
90131460.100a,21.0,M,null,55.0,Half-yearly,null,12.0,Cheap,P12,Diesel,Private+trip to office,Opened collective parking,Paris area,626.74707519648
90153169.101b,38.0,F,null,61.00000000000001,Annual,null,5.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,582.1592698744107
90160067.100c,33.0,M,null,73.0,Half-yearly,null,13.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Paris area,341.40189577208486
90133341.100b,33.0,M,null,55.0,Annual,null,20.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Center,423.6547067312199
90132738.100a,37.0,M,null,83.0,Half-yearly,null,10.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,678.5637402321472
90145138.100a,22.0,M,null,90.0,Half-yearly,null,24.0,Cheapest,P4,Regular,Private+trip to office,Street,Center,314.9432136788609
90179986.100a,25.0,M,null,66.0,Half-yearly,null,11.0,Cheapest,P10,Diesel,Private+trip to office,Street,Center,601.8876219729044
90135214.100b,18.0,M,null,109.0,Half-yearly,null,47.0,Affordable cars,P14,Diesel,Private+trip to office,Opened collective parking,Headquarters,471.2552412907589
90133623.100a,22.0,F,null,123.0,Half-yearly,null,47.0,Cheapest,P7,Regular,Private+trip to office,Street,Paris area,449.3866873756711
90147752.100a,45.0,F,null,146.0,Half-yearly,null,17.0,Cheapest,P8,Regular,Private+trip to office,Street,Paris area,311.7748384002682
90149265.101a,35.0,M,null,55.0,Monthly,null,12.0,Affordable cars,P13,Diesel,Private+trip to office,Opened collective parking,Center,546.1873360910183
90157004.100a,34.0,F,null,93.0,Annual,null,13.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,520.2663894529516
90153813.100a,32.0,F,null,55.0,Half-yearly,null,14.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,302.9854890995143
90128267.101b,59.0,M,Cohabiting,132.0,Half-yearly,Public employee,20.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,728.0520657941627
90172628.100a,29.0,M,null,59.0,Half-yearly,null,11.0,Affordable cars,P15,Diesel,Private+trip to office,Closed zbox,South West,716.713164405818
90146164.100a,23.0,F,null,103.0,Annual,null,45.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Headquarters,195.7822571620665
90159914.100a,26.0,M,null,81.0,Half-yearly,null,20.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,538.7895657315197
90168914.100b,43.0,M,null,131.0,Annual,null,20.0,Affordable cars,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,373.2259645160241
90160023.100a,31.0,F,null,81.0,Annual,null,6.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Paris area,624.5137993917104
90132351.100a,29.0,M,null,85.0,Annual,null,18.0,Cheaper,P12,Diesel,Private+trip to office,Opened collective parking,Paris area,561.6033766215343
90172088.101a,36.0,M,null,141.0,Half-yearly,null,13.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Headquarters,752.3607556634253
90127965.101a,18.0,M,Married,101.0,Annual,Private employee,28.0,Cheapest,P11,Regular,Private+trip to office,Closed collective parking,Paris area,1018.2562506335928
90162912.100b,45.0,F,null,117.0,Annual,null,24.0,Cheapest,P5,Regular,Private+trip to office,Closed zbox,Center,187.80305488277247
90159364.100a,38.0,F,null,55.0,Annual,null,23.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,259.69817778383515
90152174.100a,31.0,M,null,65.0,Annual,null,11.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,417.2490467268779
90191217.101b,19.0,M,null,84.0,Annual,null,43.0,Cheapest,P10,Diesel,Private+trip to office,Closed collective parking,Headquarters,310.2081584097767
90126694.102a,26.0,M,Single,55.0,Annual,Public employee,18.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,382.06821975049326
90152249.100a,29.0,M,null,61.99999999999999,Annual,null,11.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,577.2613023012046
90124590.101a,31.0,M,Married,59.0,Annual,Public employee,13.0,Affordable cars,P14,Regular,Private+trip to office,Closed zbox,Headquarters,444.59057852364174
90132938.101b,30.0,F,null,55.0,Half-yearly,null,6.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Center,427.7093711803028
90188111.100b,18.0,F,null,108.0,Monthly,null,36.0,Affordable cars,P13,Regular,Private+trip to office,Closed zbox,South West,1220.2373495342406
90148453.100c,26.0,F,null,55.0,Half-yearly,null,20.0,Affordable cars,P13,Regular,Private+trip to office,Closed zbox,Paris area,292.97614780569984
90120955.101a,33.0,M,Cohabiting,55.0,Annual,Public employee,13.0,Cheapest,P9,Diesel,Private+trip to office,Closed zbox,Center,349.10479914315835
90172739.100c,28.0,F,null,166.0,Half-yearly,null,6.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Headquarters,1007.234205400837
1006836.100b,22.0,F,Cohabiting,96.0,Half-yearly,Private employee,27.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Headquarters,523.0516688922218
90193328.101a,52.0,M,null,126.0,Half-yearly,null,17.0,Affordable cars,P13,Regular,Private+trip to office,Closed zbox,Headquarters,551.77599572632
90114355.101b,25.0,F,Single,82.0,Annual,Private employee,40.0,Cheapest,P8,Regular,Private+trip to office,Street,Center,371.39863690771926
90129167.101b,31.0,M,Married,55.0,Half-yearly,Private employee,13.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Paris area,562.3075022460462
90133825.101a,25.0,M,null,114.0,Monthly,null,37.0,Cheaper,P10,Regular,Private+trip to office,Street,Center,301.79203953405647
90132212.100b,37.0,M,null,133.0,Annual,null,9.0,Cheaper,P9,Diesel,Private+trip to office,Closed zbox,Center,437.6283632213388
90132695.102a,38.0,M,null,55.0,Annual,null,24.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Center,328.36174839374746
90119453.101a,18.0,F,Cohabiting,112.0,Half-yearly,Public employee,33.0,Cheaper,P12,Regular,Private+trip to office,Street,Center,625.9582018895288
90154606.101a,46.0,M,null,139.0,Half-yearly,null,22.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,302.71319006412625
90191961.100b,21.0,M,null,123.0,Half-yearly,null,47.0,Cheapest,P10,Regular,Private+trip to office,Closed collective parking,Paris area,569.4900863187868
90132064.101b,31.0,M,null,57.0,Annual,null,8.0,Cheapest,P9,Diesel,Private+trip to office,Opened collective parking,Paris area,495.8627675351334
90154561.100d,24.0,M,null,61.00000000000001,Half-yearly,null,13.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,633.0626922452777
90146038.100a,21.0,M,null,107.0,Monthly,null,32.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,South West,803.5307481144076
90180848.100a,18.0,M,null,100.0,Half-yearly,null,32.0,Affordable cars,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,406.01103152813977
70207817.101a,34.0,M,Married,67.0,Half-yearly,Other,18.0,Cheapest,P9,Regular,Private+trip to office,Street,Paris area,272.94197904368343
80200006.101a,58.0,F,Cohabiting,111.0,Monthly,Private employee,22.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,391.71630012341046
90170699.100b,20.0,F,null,130.0,Half-yearly,null,40.0,Cheapest,P8,Regular,Private+trip to office,Street,Center,497.9619949778764
90131378.100a,21.0,M,Cohabiting,73.0,Monthly,Public employee,11.0,Affordable cars,P14,Diesel,Private+trip to office,Closed zbox,Center,771.1589856397208
90134736.100b,24.0,M,null,56.0,Annual,null,22.0,Cheapest,P10,Regular,Private+trip to office,Street,Center,340.31964766306254
90180074.101a,56.0,M,null,135.0,Annual,null,22.0,Cheapest,P9,Diesel,Private+trip to office,Closed zbox,Headquarters,330.8606148379406
90108349.100b,44.0,M,Single,132.0,Annual,Private employee,5.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,436.3043044081842
50200670.101a,18.0,M,Cohabiting,100.0,Half-yearly,Public employee,28.0,Cheap,P13,Diesel,Private+trip to office,Opened collective parking,Center,1207.6361001625132
90108050.101c,26.0,M,Married,67.0,Monthly,Private employee,21.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,379.6300577788785
90161620.100a,24.0,M,null,85.0,Annual,null,16.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Paris area,476.52342559574095
90154096.100a,71.0,M,null,128.0,Monthly,null,22.0,Cheap,P13,Diesel,Private+trip to office,Closed collective parking,Center,504.4931662840677
90163335.102a,24.0,M,null,108.0,Half-yearly,null,37.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Headquarters,980.4823027751912
90125552.101a,35.0,M,Cohabiting,77.0,Half-yearly,Public employee,9.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,659.7130469382407
90154864.100a,32.0,M,null,55.0,Annual,null,18.0,Affordable cars,P11,Diesel,Private+trip to office,Closed zbox,Center,326.3886878628376
90193955.100a,34.0,M,null,55.0,Annual,null,9.0,Expensive,P14,Diesel,Private+trip to office,Closed zbox,Headquarters,849.6478604615686
90150363.100a,45.0,F,null,124.0,Half-yearly,null,7.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Center,526.4970995859519
90119146.102a,20.0,F,Cohabiting,100.0,Half-yearly,Private employee,44.0,Cheap,P14,Regular,Private+trip to office,Closed zbox,Center,685.242647918996
90151284.100a,19.0,M,null,123.0,Monthly,null,10.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,622.7398715746126
90116664.102c,41.0,F,Cohabiting,129.0,Annual,Public employee,9.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Center,691.4920815864322
90119167.101b,53.0,M,Single,136.0,Annual,Other,16.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,438.49235436819504
90146986.100a,45.0,F,null,134.0,Half-yearly,null,7.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,604.2109710921254
90105061.10c,26.0,M,Married,57.0,Half-yearly,Private employee,9.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Center,405.0188227128288
90181195.100a,32.0,F,null,111.0,Monthly,null,12.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Headquarters,698.453995135863
90150232.101a,52.0,F,null,99.0,Half-yearly,null,22.0,Cheapest,P9,Regular,Private+trip to office,Street,Paris area,529.4114004356716
90180626.100a,21.0,M,null,90.0,Half-yearly,null,14.0,Cheap,P13,Regular,Private+trip to office,Street,Center,590.2533626128446
90104129.103a,35.0,M,Married,61.99999999999999,Annual,Private employee,9.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,422.6924920979912
90178790.100c,20.0,F,null,99.0,Monthly,null,31.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Center,569.848449205359
3.101a,23.0,F,Cohabiting,55.0,Annual,Private employee,13.0,Cheapest,P10,Diesel,Private+trip to office,Opened collective parking,Headquarters,444.8455755587028
90111442.102b,33.0,F,Single,55.0,Half-yearly,Private employee,15.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,496.3679415125599
90162988.100b,50.0,M,null,168.0,Half-yearly,null,32.0,Cheapest,P10,Regular,Private+trip to office,Street,Center,461.46869231919896
1003380.100b,18.0,F,Cohabiting,55.0,Half-yearly,Private employee,20.0,Cheaper,P9,Diesel,Private+trip to office,Closed zbox,Headquarters,190.9807321379955
90101635.101a,22.0,M,Cohabiting,55.0,Monthly,Private employee,11.0,Affordable cars,P13,Diesel,Private+trip to office,Closed collective parking,Headquarters,381.38596178901054
90108859.100b,49.0,M,Cohabiting,134.0,Annual,Retiree,16.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Center,306.53356114969995
90127195.101a,33.0,F,Cohabiting,77.0,Half-yearly,Public employee,12.0,Affordable cars,P14,Diesel,Private+trip to office,Closed zbox,Center,835.2769453169492
90191763.101b,21.0,F,null,100.0,Monthly,null,42.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Paris area,577.80876200316
90145920.101b,32.0,F,null,55.0,Annual,null,11.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,South West,246.3624416311554
90108637.101c,27.0,M,Cohabiting,90.0,Half-yearly,Private employee,10.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,680.2415276237053
90135313.100a,30.0,M,null,69.0,Half-yearly,null,6.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,381.2308492740031
90152849.100a,44.0,M,null,118.0,Annual,null,15.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,378.5856100177504
90128065.101a,18.0,M,Cohabiting,87.0,Half-yearly,Public employee,40.0,Cheaper,P12,Diesel,Private+trip to office,Closed zbox,Center,660.9345926530121
90133929.100a,48.0,F,null,128.0,Annual,null,7.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Center,531.9101423587882
90118061.101b,28.0,M,Cohabiting,59.0,Annual,Public employee,9.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,Center,501.0515602869705
90131286.100a,36.0,F,Widowed,69.0,Half-yearly,Retiree,7.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Center,675.5692978333922
90155177.101a,18.0,M,null,115.0,Half-yearly,null,35.0,Affordable cars,P14,Regular,Private+trip to office,Street,Center,782.0942978112798
90193321.100b,21.0,M,null,98.0,Annual,null,38.0,Cheaper,P12,Diesel,Private+trip to office,Street,Headquarters,845.175528731608
90132486.106b,33.0,F,null,61.99999999999999,Half-yearly,null,16.0,Cheaper,P12,Regular,Private+trip to office,Street,Paris area,408.77953218646
90104435.101a,27.0,M,Cohabiting,55.0,Monthly,Private employee,12.0,Affordable cars,P12,Diesel,Private+trip to office,Closed zbox,Center,436.9801674656722
90176069.100a,21.0,M,null,93.0,Half-yearly,null,31.0,Cheaper,P12,Diesel,Private+trip to office,Opened collective parking,Center,854.2370142328737
90103430.101a,30.0,F,Cohabiting,55.0,Annual,Private employee,10.0,Affordable cars,P14,Diesel,Private+trip to office,Closed zbox,Center,435.4985267982893
90106317.101a,50.0,F,Single,169.0,Half-yearly,Private employee,29.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,557.525009270337
90115858.100a,44.0,M,Cohabiting,121.0,Monthly,Public employee,10.0,Cheaper,P10,Diesel,Private+trip to office,Closed collective parking,Paris area,699.8665511814244
90126126.102b,29.0,M,Cohabiting,55.0,Monthly,Retiree,14.0,Cheap,P13,Regular,Private+trip to office,Opened collective parking,Center,686.6622966134943
90144538.101a,24.0,M,null,100.0,Annual,null,46.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,South West,345.6361558226598
90159261.100a,35.0,F,null,59.0,Half-yearly,null,16.0,Cheaper,P10,Diesel,Private+trip to office,Opened collective parking,Center,363.1037785969315
90157370.100a,25.0,F,null,59.0,Annual,null,5.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Paris area,513.6782194124809
1001104.100a,34.0,M,Cohabiting,55.0,Half-yearly,Private employee,11.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Headquarters,741.2462519881599
90187225.102a,24.0,M,null,69.0,Half-yearly,null,14.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,375.8372354958524
90127268.101c,26.0,M,Married,100.0,Half-yearly,Private employee,11.0,Expensive,P16,Regular,Private+trip to office,Closed zbox,Center,573.0821682601435
90127459.101a,46.0,M,Cohabiting,127.0,Annual,Private employee,7.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,Center,502.5179674053099
90133147.100a,22.0,M,null,55.0,Half-yearly,null,8.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Paris area,689.1314363029758
90147681.101c,28.0,F,null,55.0,Half-yearly,null,9.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,South West,743.0757593676478
90152124.100a,40.0,F,null,119.0,Annual,null,11.0,Affordable cars,P15,Regular,Private+trip to office,Opened collective parking,Headquarters,576.6968038252451
90171942.100b,29.0,M,null,59.0,Annual,null,11.0,Affordable cars,P15,Diesel,Private+trip to office,Closed zbox,Headquarters,711.4500537594093
